MolWt,critical_temp
112.216,607.29
112.216,585.88
280.53999999999996,772.0
98.189,541.8
114.18799999999997,593.0
64.065,430.62
84.162,510.2
137.33300000000003,558.9
34.083,373.42
162.27599999999998,675.1
44.013,309.57
153.332,601.1
242.40299999999993,777.0
127.91199999999999,423.63
80.91199999999999,363.68
104.00600000000001,309.4
117.192,626.0
106.16799999999996,617.1
104.15199999999997,635.0
103.12399999999997,703.9
108.13999999999997,714.9
106.12399999999997,692.0
107.15599999999998,702.0
108.13999999999997,646.11
124.20799999999996,706.0
107.15599999999998,628.0
190.32999999999998,708.0
168.239,770.0
170.21099999999998,766.89
162.27599999999998,679.0
143.27399999999997,638.0
149.19,772.0
172.26799999999997,642.0
184.27899999999994,672.0
120.19499999999995,638.28
121.18299999999995,699.0
122.16699999999996,646.5
130.191,760.0
136.14999999999998,766.0
134.22199999999998,660.42
218.38400000000001,752.0
130.231,640.27
117.151,723.0
120.15099999999998,715.5
134.22199999999998,657.871
102.17699999999999,604.4
102.133,546.19
116.116,653.0
160.16899999999998,651.0
116.15999999999998,569.5
118.13199999999999,578.1
113.16000000000001,801.0
130.18699999999998,593.8
122.16699999999999,708.0
144.21399999999997,611.0
158.24099999999999,619.0
158.24099999999999,634.4
172.26799999999997,654.3
228.37599999999995,718.0
114.18799999999999,606.6
116.15999999999998,569.4
106.16799999999999,616.18
108.13999999999999,699.15
147.00400000000002,669.1
114.192,606.0
128.21499999999997,627.7
130.18699999999998,603.7
114.23199999999999,576.5
144.214,627.8
230.30399999999995,742.0
122.993,536.9
58.123999999999995,425.139
56.10799999999999,419.33
54.09199999999999,425.3
76.16399999999999,536.6
76.526,513.9
98.96000000000001,561.2
128.259,574.57
59.11199999999999,496.95
57.09599999999999,540.0
55.07999999999999,561.15
128.259,576.7
53.06399999999999,540.0
60.09999999999999,613.1
142.286,581.5
175.0,669.6
175.0,652.0
60.05200000000001,487.0
112.21599999999998,544.2
162.276,697.43
86.178,497.88
176.30300000000003,708.0
86.13399999999999,561.17
88.10599999999998,621.6
86.08999999999999,519.19
100.20499999999998,519.8
100.16099999999999,575.3
102.17699999999998,574.4
101.19299999999998,523.1
102.17699999999999,500.21
102.133,531.09
100.11699999999999,550.0
102.089,605.9
100.11699999999999,708.0
102.08899999999998,763.0
106.16799999999999,616.94
108.13999999999999,705.67
107.156,709.0
110.11199999999998,836.0
107.15599999999999,647.05
107.156,623.8
114.192,646.0
132.115,647.0
130.18699999999998,583.5
132.159,597.6
120.19499999999998,637.3
122.16699999999997,716.0
157.01,670.9
92.14099999999999,591.86
93.12899999999999,645.88
112.55899999999997,632.39
99.177,626.8
100.161,647.23
98.14500000000001,664.1
94.11299999999999,694.25
110.18099999999997,689.0
93.129,644.79
93.129,621.5
144.21399999999997,612.0
98.14499999999998,593.5
102.13299999999998,639.66
102.13299999999998,549.73
72.151,469.75
70.13499999999999,464.78
92.56899999999999,539.2
73.139,531.8
69.107,585.4
74.127,632.0
90.19099999999999,570.1
76.095,598.0
76.095,490.7
73.139,499.51
72.107,475.0
74.07900000000001,509.7
67.091,639.66
72.107,540.14
68.07499999999999,490.2
88.175,632.0
84.14299999999999,579.41
114.18799999999999,604.0
118.088,851.0
116.16,561.5
200.32199999999997,687.0
258.3579999999999,740.0
186.295,675.0
114.18799999999999,611.43
116.15999999999998,578.0
118.13199999999999,603.0
86.178,507.549
83.134,610.3
88.15400000000001,651.0
80.09,815.0
86.13399999999999,561.0
90.122,726.9
85.10600000000001,650.9
90.122,536.6
88.10599999999998,538.2
90.122,599.0
84.162,553.418
82.146,560.42
86.138,660.1
79.10199999999998,619.18
132.115,840.0
129.24699999999996,584.4
422.8260000000003,813.0
158.24099999999999,646.0
128.215,632.7
130.187,678.5
132.159,608.5
160.169,842.0
202.24999999999997,845.0
101.19300000000001,592.3
102.17699999999999,610.4
104.149,731.0
100.161,540.5
103.16900000000001,709.8
104.15299999999999,739.0
105.137,737.0
102.17699999999999,530.63
146.142,655.0
114.232,568.837
112.216,566.72
108.144,831.0
116.204,632.69
114.18799999999999,616.77
118.17599999999999,633.9
120.148,672.0
214.34899999999996,711.1
128.259,594.557
148.67700000000002,643.0
129.247,641.0
130.23100000000002,651.5
146.299,667.0
129.24699999999999,607.5
160.169,682.0
158.285,668.59
156.313,638.85
352.6030000000001,817.0
196.37799999999996,691.0
158.241,712.0
98.145,631.0
170.296,687.8
150.174,782.0
158.285,687.26
156.269,674.2
186.295,728.0
270.45699999999994,760.0
170.33999999999997,658.23
168.32399999999998,657.6
172.31199999999998,703.04
174.284,770.0
186.33899999999997,719.4
202.40699999999998,734.0
186.33899999999994,663.1
298.51099999999997,785.0
296.49499999999995,777.0
294.4789999999999,778.0
200.36599999999996,732.0
214.39299999999994,743.0
340.59200000000004,837.0
252.4859999999999,748.0
270.50099999999986,790.0
282.5559999999999,769.0
42.080999999999996,365.0
46.069,400.31
200.02799999999996,388.45
72.107,478.58
150.021,359.0
390.56400000000036,840.0
136.15,763.0
152.14899999999997,709.0
182.222,830.0
132.206,720.1
129.16199999999998,803.1
178.23399999999995,882.0
194.18599999999998,779.0
84.11800000000001,624.0
85.15,548.62
101.193,535.62
121.18299999999995,687.64
136.14999999999998,686.0
136.194,732.0
138.16599999999997,749.0
260.465,790.0
122.16699999999996,716.0
114.18799999999999,602.0
174.19599999999997,665.9
186.295,664.1
58.08,504.35
59.068000000000005,716.0
132.159,563.0
144.21399999999997,615.2
72.107,537.2
116.11599999999999,766.0
115.22,598.0
116.15999999999998,575.55
88.106,587.17
130.18699999999998,586.11
130.231,629.8
188.22299999999998,844.0
146.14200000000002,841.0
256.4299999999999,740.0
144.214,693.7
116.20800000000001,685.0
242.40299999999993,730.0
126.243,593.7
125.215,674.4
128.215,639.25
142.286,617.633
142.242,658.0
44.009,304.1467
45.085,437.45
259.822,487.6
132.203,511.0
165.834,620.2
87.122,660.2
202.25599999999997,956.0
128.21499999999997,615.0
194.18599999999995,772.0
250.29399999999993,784.0
306.4020000000001,811.0
168.195,824.0
184.263,897.0
210.40499999999994,705.0
112.21600000000001,569.8
142.28599999999997,623.0
36.095203555999994,372.29
134.22199999999998,652.98
178.231,725.0
88.14999999999999,575.4
184.491,475.0
73.13900000000001,514.3
100.11699999999999,555.0
202.24999999999997,697.0
128.171,597.38
61.083999999999996,672.2
88.106,523.31
98.145,605.0
112.98700000000001,615.0
68.119,506.16
116.15999999999998,661.1
100.205,540.16
101.193,555.8
144.21399999999997,618.0
130.231,584.1
200.32199999999997,743.0
144.258,675.0
222.28099999999995,727.0
148.539,592.0
148.53900000000002,609.6
146.23,708.2
170.29599999999996,680.9
256.4739999999999,780.0
98.18900000000001,542.8
132.084,560.3
144.214,674.4
130.23099999999997,623.5
130.91899999999998,411.98
208.05699999999996,485.1
198.34999999999997,716.0
184.32299999999998,701.0
96.94400000000002,540.0
118.17599999999997,605.0
116.22900000000001,670.0
112.216,567.5
102.202,684.0
88.14999999999999,497.07
138.254,690.0
98.18900000000001,569.45
128.25899999999996,607.55
112.21600000000001,606.1
126.24300000000001,630.7
140.26999999999998,650.1
140.26999999999998,642.1
118.029,420.26
136.194,677.0
172.268,665.0
200.32199999999997,694.0
202.24999999999997,723.0
134.047,380.11
164.204,783.0
266.5129999999999,755.0
130.23099999999997,621.2
184.32299999999995,695.0
230.30399999999995,723.0
158.28499999999997,663.72
172.26799999999994,646.0
190.33000000000004,725.0
198.34999999999994,709.0
170.296,685.0
178.23100000000002,790.0
195.909,396.467
164.20399999999998,710.0
212.37699999999995,728.0
150.074,535.2
148.53900000000002,612.5
182.35099999999997,673.0
198.34999999999997,712.0
212.37699999999995,725.0
264.04299999999995,545.5
118.13499999999996,685.0
200.36999999999995,767.0
104.14899999999999,614.6
70.135,511.749
69.063,551.0
80.09,627.0
98.18900000000001,604.2
112.21600000000001,647.2
292.46299999999997,779.0
32.046,653.0
152.93,456.89
198.34999999999997,710.0
462.07399999999996,565.11
438.05199999999996,498.22
671.0850000000003,561.11
272.09399999999994,673.0
140.26999999999998,647.9
235.41899999999998,684.8
128.259,582.9
150.07399999999998,543.4
170.29599999999996,679.0
182.063,476.31
172.268,723.8
388.04499999999996,475.14
150.221,746.0
521.064,523.78
98.189,533.6
202.50899999999996,569.86
130.54899999999998,633.8
115.22,592.0
128.259,570.0
130.549,620.1
98.18899999999998,528.7
90.191,557.8
48.06,375.26
165.364,428.0
95.02300000000001,311.1
152.93,461.6
120.02000000000001,339.173
338.03799999999995,454.57
212.06399999999996,476.55
238.02399999999997,386.35
320.04799999999994,471.8
338.03799999999995,449.2
350.0489999999999,478.1
300.0419999999999,457.19
262.04599999999994,461.8
98.47900000000001,400.6
102.03,391.752
168.064,530.971
474.7260000000005,886.0
362.5100000000003,830.0
242.44699999999992,770.0
114.094,566.0
132.08400000000003,551.1
114.094,548.4
132.084,530.9
144.262,712.0
196.06199999999998,381.2
170.92000000000002,418.6
186.05399999999997,516.7
225.00699999999998,656.5
160.257,760.0
130.18699999999998,566.0
225.00699999999998,627.1
206.28500000000003,798.0
225.007,629.8
563.0960000000005,904.0
84.04,345.868
100.03900000000002,377.922
152.03699999999998,412.378
236.06099999999995,534.47
334.11199999999997,640.0
115.132,779.0
128.12099999999998,581.8
142.242,643.7
128.12099999999998,587.8
128.121,581.4
175.0,654.8
96.10399999999998,560.06
198.34999999999994,708.0
104.149,532.0
40.06499999999999,394.0
60.077,377.1
72.151,433.75
100.20499999999998,531.1
138.254,701.4
138.254,687.3
118.17899999999999,684.9
150.177,776.0
142.242,641.39
102.13299999999998,629.1
76.095,721.7
174.196,843.0
270.4569999999999,792.0
312.53799999999995,820.0
92.569,498.2
132.203,625.0
70.13499999999999,476.8
158.28499999999997,663.23
120.195,664.43
122.16699999999999,723.0
82.102,528.0
107.15599999999998,653.0
107.15599999999998,651.0
639.0150000000001,899.0
148.249,675.0
134.22199999999998,650.0
130.18699999999998,593.3
144.21399999999997,611.0
114.094,556.9
130.18699999999998,589.5
78.542,503.26
60.096000000000004,437.84
114.23199999999999,543.86
116.16,541.0
147.004,685.7
146.14199999999997,618.0
118.60700000000001,586.0
102.13299999999998,551.0
116.20399999999998,610.1
106.596,571.2
120.623,599.0
94.117,825.0
228.37599999999995,763.0
226.44799999999992,722.39
102.133,540.75
150.074,550.8
118.088,626.0
88.106,530.7
98.17000000000002,602.0
86.134,518.0
192.25800000000004,794.0
84.16199999999999,477.4
114.23199999999997,573.5
153.823,556.349
100.20499999999998,536.3
114.23199999999999,562.0
70.13499999999999,451.56
70.13499999999999,467.73
84.16199999999999,497.7
84.16199999999999,521.0
86.134,553.08
114.23199999999999,563.4
100.20499999999998,537.27
102.17699999999999,576.0
114.23199999999999,566.3
202.33799999999997,798.0
92.09400000000001,850.0
256.4299999999999,785.0
284.4839999999999,803.0
156.228,778.0
156.22799999999998,772.0
76.095,676.0
122.16699999999999,701.0
156.228,775.0
114.23199999999999,568.8
107.15599999999999,683.75
107.156,655.45
88.15,559.6
114.23199999999999,563.4
88.106,584.0
100.205,535.2
100.16099999999999,583.09
114.23199999999999,553.5
114.232,561.7
116.204,602.6
158.24099999999999,621.0
130.23099999999997,625.1
128.21499999999997,623.8
116.20399999999998,605.4
107.156,644.16
130.23099999999997,628.45
130.18699999999998,594.0
56.108000000000004,435.7
100.20499999999998,520.4
102.17699999999998,559.5
114.23199999999999,549.9
107.15599999999998,667.25
158.24099999999996,629.0
100.20499999999998,530.37
100.16099999999999,586.78
114.23199999999999,549.95
114.23199999999999,559.63
84.16199999999999,504.0
82.14599999999999,516.5
98.189,537.471
198.34999999999997,717.0
144.25799999999998,645.1
254.5019999999999,747.6
34.033,317.45
178.851,521.8
106.59599999999999,509.1
74.123,464.5
88.14999999999999,556.1
122.16699999999996,723.2
74.123,466.8
88.14999999999999,560.4
184.32299999999995,694.0
114.23199999999999,567.0
135.21,667.95
143.18899999999996,787.0
184.32299999999998,697.0
98.17,607.0
85.10600000000001,789.1
184.32299999999998,702.0
100.205,540.6
114.232,565.4
122.16699999999996,716.0
120.19499999999996,640.2
102.17699999999999,582.46
102.13299999999998,553.0
104.10499999999999,637.0
156.26899999999998,662.9
116.15999999999998,575.0
144.25799999999998,648.0
56.108000000000004,428.61
76.164,532.8
94.20400000000001,608.0
84.16199999999999,509.3
93.12899999999999,698.77
88.106,534.65
104.17399999999999,590.5
95.145,653.0
95.14500000000001,662.0
96.129,550.0
130.549,615.9
99.177,581.5
102.17699999999998,586.03
70.135,474.93
214.34899999999996,701.0
174.196,692.0
112.21599999999998,568.9
88.14999999999999,512.77
88.14999999999999,500.7
130.18699999999998,599.6
102.17699999999999,546.49
284.484,767.0
144.258,649.31
134.65,614.0
212.37699999999995,727.0
146.23000000000002,752.0
184.36699999999996,675.74
198.39399999999995,692.43
212.42099999999994,706.91
224.43199999999993,718.0
228.41999999999993,757.0
240.4749999999999,735.7
242.44699999999992,726.7
268.5289999999999,755.8
296.58299999999997,777.8
310.61,785.6
366.7180000000002,819.0
394.7720000000003,836.0
506.9880000000006,888.0
28.009999999999998,134.35
246.43799999999996,703.0
102.17699999999999,509.0
116.15999999999998,576.0
324.63700000000006,789.9
422.82600000000036,850.0
46.069,513.98
46.025,588.0
60.05200000000001,594.37
98.18900000000001,548.5
130.18699999999995,587.2
158.289,726.0
172.31599999999997,736.0
338.6640000000001,799.7
122.12299999999996,755.0
326.60900000000004,827.0
100.16099999999999,591.7
136.194,682.0
232.411,763.0
32.042,512.618
60.096000000000004,508.27
58.080000000000005,508.09
238.45899999999992,734.0
119.37800000000001,536.13
78.136,718.0
288.03099999999995,421.81
206.28500000000003,748.0
134.047,447.57
73.095,647.2
167.25199999999998,810.0
166.01999999999998,357.24
162.03199999999998,412.8
148.202,687.0
152.037,398.07
84.16199999999999,493.2
230.30399999999995,859.0
156.269,671.8
148.539,609.2
619.2040000000002,919.0
60.096,536.76
74.12299999999999,562.98
88.14999999999999,588.0
78.11399999999999,562.032
128.25899999999996,607.5
142.286,609.5
132.159,665.0
16.043,190.551
30.07,305.352
28.053999999999995,282.348
26.037999999999997,308.52
50.488,416.266
31.058,430.63
27.025999999999996,456.6
48.11000000000001,469.87
108.966,505.1
44.096999999999994,369.873
64.515,459.0
62.498999999999995,424.6
46.044,328.04
45.084999999999994,456.49
44.053,464.1
62.137,498.75
84.93299999999999,518.15
52.022999999999996,351.279
76.14500000000001,552.5
62.137,502.88
42.080999999999996,398.25
44.053,468.7
252.731,682.0
58.123999999999995,407.79
78.542,482.5
59.111999999999995,472.25
98.96000000000001,523.48
66.05,386.449
64.034,302.98
102.923,451.65
98.916,454.9
86.468,369.262
70.013,299.0079
59.111999999999995,432.79
253.808,814.0
58.08,482.3
148.909,340.08
73.13900000000001,483.71
74.12299999999999,506.13
100.495,410.3
137.368,471.17
120.91300000000001,384.97
104.45800000000001,301.884
88.00300000000001,227.5
223.84199999999998,554.0
86.17799999999998,489.11
88.14999999999998,543.82
118.48500000000001,425.0
100.03900000000002,498.57
100.16099999999999,570.92
181.833,604.0
114.02200000000002,491.3
203.83,551.0
187.37500000000003,487.46
170.92000000000002,418.78
154.46500000000003,353.0
138.01000000000002,293.022
188.017,345.048
98.18899999999998,516.0
84.16199999999999,521.0
146.18599999999998,618.7
36.461000000000006,324.674
20.006,461.1
17.031,405.399
843.6359999999991,974.0
84.162,513.4
34.014,728.0
159.808,584.4
28.014,126.1931
18.015,647.317
104.14899999999999,510.0
4.028203556,38.34
31.998,154.62
70.906,416.89
53.995000000000005,215.2
87.968,271.1
20.027203556,643.89
206.808,719.0
72.151,460.45
69.107,561.0
74.12299999999999,547.76
72.107,519.0
92.569,518.6
74.12299999999999,535.963
72.10699999999999,535.773
131.389,544.1
74.079,602.7
73.095,707.0
74.079,506.56
86.178,500.2
88.10599999999998,605.3
167.85,661.1
116.46900000000001,379.5
182.475,410.6
100.11699999999998,549.0
102.03000000000002,374.126
156.26899999999998,661.0
258.3579999999999,862.0
142.242,652.13
154.21199999999993,811.0
222.23999999999995,776.0
334.45600000000024,817.0
418.61800000000045,858.0
178.23399999999998,883.0
166.22299999999998,836.0
140.27,616.06
99.133,721.74
157.216,786.0
162.27599999999998,757.7
150.221,698.0
122.16699999999996,703.0
162.61899999999997,647.1
169.227,838.0
180.29099999999994,787.0
138.254,645.0
128.17399999999995,748.35
129.16199999999998,783.1
142.201,760.9
143.189,778.0
120.62299999999999,528.0
116.204,545.42
230.31,884.0
142.242,648.0
170.29599999999996,678.5
156.26899999999998,668.0
105.13699999999999,721.0
230.31,926.0
136.14999999999998,702.0
150.177,700.0
156.22799999999998,763.0
116.16299999999997,695.0
134.20299999999997,764.0
131.17799999999997,810.0
106.16799999999999,630.56
108.13999999999999,695.19
147.00399999999996,698.8
107.156,716.4
120.195,649.11
122.16699999999999,730.0
122.16699999999999,707.0
146.14199999999997,646.0
134.22199999999998,676.0
86.178,504.58
86.13399999999999,532.0
86.134,561.44
86.08999999999999,532.7
90.078,632.0
84.162,532.757
86.134,620.0
86.134,538.0
81.118,594.0
114.14399999999998,572.0
144.21399999999997,602.0
142.19799999999998,616.0
102.13300000000001,668.0
98.10099999999998,660.0
96.08499999999998,662.0
134.22199999999998,647.02
120.19499999999995,631.2
122.16699999999996,699.0
120.15099999999995,709.51
136.15,771.0
102.17699999999998,536.4
134.222,653.1
136.15,775.0
200.05299999999997,455.1
200.05299999999997,463.89
37.467101778,323.5
182.063,459.59
81.918101778,361.95
128.918101778,421.75
264.087,482.02
232.06999999999996,510.07
168.03599999999997,401.9
150.046,406.814
186.02599999999998,377.2
128.121,598.5
359.83599999999996,532.5
162.057,453.0
488.05899999999997,523.95
176.08399999999997,475.5
136.019,354.48
166.01999999999998,361.85
134.047,427.12
250.05999999999995,473.0
132.203,601.0
146.083,505.35
112.216,603.19
262.07099999999997,498.97
216.02699999999996,399.6
37.996,144.0
115.035,475.0
276.277,560.6
118.176,740.8
140.13799999999998,656.0
208.32999999999996,587.0
150.13299999999998,864.0
580.226,973.0
112.98700000000001,578.2
168.03599999999997,428.95
164.29199999999997,707.0
178.319,702.0
122.16699999999997,665.0
146.142,662.0
98.18900000000001,572.275
106.121,753.0
176.212,670.0
162.22899999999998,612.0
194.22699999999998,812.0
104.14899999999999,687.0
192.258,736.0
110.131,592.1
110.131,591.8
170.07699999999997,376.8
238.27999999999994,842.0
146.23,585.0
90.122,511.6
470.6910000000005,836.0
723.1769999999998,925.0
296.62,586.5
144.21399999999997,609.0
74.12299999999999,476.2
20.067407112,189.2
212.03899999999996,433.02
122.16699999999997,662.0
112.216,586.3
132.203,574.0
96.051,376.65
102.17699999999998,575.6
188.22299999999998,682.0
142.201,772.2
110.131,591.2
86.09,731.1
116.15999999999998,561.5
83.8,209.425
207.28199999999995,612.0
146.055,318.7088
20.18,44.4
169.898,507.62
222.0,377.5
117.171,453.5
162.38099999999997,518.77
236.53599999999997,564.32
163.507,560.0
214.349,540.0
258.8,585.0
303.251,618.0
310.69100000000003,599.4
153.443,438.4
222.509,553.4
370.7750000000001,617.43
286.523,750.0
144.33399999999997,603.9
4.003,5.2014
131.29,289.749
88.22599999999998,448.61
108.64399999999999,497.8
129.062,520.4
104.07800000000002,259.0
77.946,373.05
32.117999999999995,270.0
410.66500000000013,893.0
246.54299999999992,693.0
245.27799999999993,502.0
169.28599999999997,631.0
157.11599999999999,595.8
310.69100000000003,597.0
39.948,150.71
119.12299999999995,657.0
121.18299999999998,656.0
178.22799999999998,681.2
62.068000000000005,719.5
350.0489999999999,485.94
58.08,539.88
202.04399999999998,431.95
135.453,479.1
270.686,711.14
33.998,325.4
104.149,543.0
226.44799999999995,692.0
47.997,261.08
218.20499999999998,720.0
250.524,580.0
122.16699999999997,667.0
114.14399999999999,594.5
118.176,539.67
119.16399999999999,742.0
90.122,679.0
66.063,755.0
85.15,594.099
134.175,618.3
160.213,640.4
100.01400000000001,306.9
390.5640000000003,835.0
88.14999999999999,579.45
71.123,568.61
204.26599999999996,690.0
20.049305334,405.45
120.53300000000002,307.6
86.134,572.04
104.423,362.32
248.93099999999998,460.9
158.285,666.11
96.94400000000002,515.5
116.95,477.3
188.22299999999998,711.0
90.122,708.0
298.555,768.0
282.33299999999997,868.0
184.49099999999996,467.8
400.0559999999999,512.0
82.02400000000002,331.73
170.027,375.01
128.21499999999997,619.0
114.23199999999999,563.6
554.8530000000005,864.0
102.17699999999999,603.5
118.176,542.0
298.55499999999995,808.0
152.22199999999998,558.0
126.24300000000001,634.7
40.065,401.5
61.040000000000006,588.0
230.31,858.0
278.348,797.0
446.6720000000005,870.0
154.21199999999996,772.6
300.0419999999999,451.43
148.07399999999998,459.9
412.06699999999995,526.0
412.06699999999995,530.0
41.053,545.42
90.078,556.84
162.22899999999998,692.3
92.00999999999999,431.4
90.122,680.0
80.064,491.03
204.01599999999996,356.9
134.175,705.0
108.05900000000001,364.0
521.064,529.49
97.161,621.87
88.062,786.0
84.162,502.2
300.0419999999999,438.99
562.0880000000001,574.88
544.9780000000005,812.0
84.11800000000001,561.5
134.175,670.0
166.01999999999998,359.4
136.238,658.0
122.16699999999999,719.0
264.43799999999993,649.0
114.04100000000001,367.86
300.0419999999999,454.4
376.6540000000002,714.0
432.7620000000004,757.0
181.281,653.4
136.988,368.9
488.8700000000005,778.0
601.0860000000002,830.0
657.194,849.0
414.88499999999993,524.0
268.04999999999995,447.0
149.48000000000002,517.75
136.23799999999997,653.0
90.122,579.8
136.475,395.425
264.438,587.0
160.40899999999996,573.9
182.063,501.08
3.016029319,3.3
101.00800000000001,448.9
282.07699999999994,516.21
338.03799999999995,450.0
150.046,444.88
384.8460000000002,623.0
12.011,7020.0
32.067,1313.0
114.04100000000003,382.515
128.259,592.6
64.034,348.82
538.066,542.4
200.05299999999997,437.7
66.01,260.0
519.0850000000003,683.0
80.976,410.14
102.13299999999998,616.0
56.10799999999999,417.99
84.162,507.0
98.18900000000001,538.6
112.216,566.3
120.87800000000001,462.99
238.02399999999994,395.4
84.162,509.0
84.162,496.3
156.269,694.0
300.06699999999995,486.48
182.063,486.98
217.05899999999997,460.2
182.01899999999998,368.07
164.073,431.23
186.02599999999998,387.76
234.04199999999994,450.0
214.03599999999994,435.0
160.213,694.0
270.04099999999994,443.9
214.07999999999998,481.54
254.02299999999994,391.7
212.37699999999992,723.0
250.05999999999995,463.0
150.046,462.03
246.09699999999998,546.1
212.06399999999996,468.0
250.05999999999995,475.74
118.13199999999998,651.0
218.04299999999995,421.68
132.056,553.6
332.08399999999995,589.0
232.06999999999994,571.1
214.03599999999997,453.0
72.107,500.0
408.6780000000001,824.0
370.05499999999995,495.8
220.01499999999996,372.35
52.035999999999994,397.0
114.06600000000002,448.98
200.05299999999997,433.3
220.927,451.85
331.90799999999996,496.4
136.238,632.0
67.80600000000001,260.94
282.05199999999996,477.6
338.03799999999995,463.0
330.633,390.85
66.01,272.0
535.702,944.0
320.54600000000005,682.0
347.702,663.1
76.642,312.09
164.04799999999997,444.471
146.18599999999998,611.7
391.524,773.0
132.905,1938.0
112.216,596.3
470.04999999999995,480.91
126.243,602.2
186.03500000000003,785.0
136.23799999999997,635.0
130.49599999999998,438.848
626.327,968.0
114.14399999999999,599.1
82.98820355599999,412.35
114.04100000000003,423.27
203.03199999999998,404.9
228.11099999999996,647.0
284.21899999999994,685.0
396.4350000000003,751.0
452.54300000000046,780.0
508.6510000000006,808.0
564.7590000000005,831.0
620.8670000000002,855.0
676.975,882.0
130.143,668.0
144.17,669.0
172.22399999999996,692.0
438.05199999999996,507.1
144.21399999999997,800.0
90.122,597.0
164.04799999999997,403.41
128.068,424.73
98.101,666.0
158.19699999999997,674.0
148.486,428.75
408.6780000000001,839.0
167.052,415.76
181.07899999999998,442.6
37.016305333999995,323.55
188.267,718.0
146.18599999999998,679.0
80.96430533399999,372.05
268.806,609.1
367.48299999999995,795.6
555.483,1037.0
392.226,718.0
